Id	EssaySet	Score1	Score2	EssayText
777	1	3	3	in order to replicate the experiment the group s procedure should mention which samples to use . marble limestone wood and plastic . it should also contain more detailed information such as the amount vinegar poured in each container and the size of the samples needed for testing .
778	1	1	1	after you would rinse each sample it would be best to check the reporter how much vinegar where used and i would like to know specially how many acid you use in this experiment .
779	1	2	2	in order to replicate the experiment we would need to know p which kind of samples to use . p how much vinegar to add to each sample . p how much of each sample to use .
780	1	0	0	limestone has the highest starting mass then come wood marble and plastic so this investigation is complete .
781	1	2	2	there are a few additional pieces of information that one would need in order to replicate the experiment . first of all the procedure fails to mention what the sample materials are so their names would have to be included in the first step . additionally the procedure also does not mention how much vinegar to pour in each container . in order to replicate the experiment one would need to know how much vinegar to put in each of the containers . finally the last step states to determine the mass of each sample but does not give a unit of measurement . therefore it would need to include that the mass is to be measured in grams . with this additional information one could now replicate the experiment .
782	1	2	2	to replicate the group s experiment more information is necessary . the students should have included the material types instead of four different samples and should have included the measurements used such as amount of each sample container size .
783	1	0	0	on the groups procedure some additional information i would need in order to replicate this experiment would be is what sample and you start first what happens if nothings happens to the sample in hours and how do you find the difference in mass .
784	1	1	1	they should include in their procedure what the four samples of material they were using their predictions for what would occur with those four objects and it should tell the reader to find the difference between the new and old mass to find out if the idea was affected .
785	1	2	2	in order to replicate the experiment i would need to know which samples to use . then i would need to know how much vinegar to pour into the container which is very important . finally i would need to know what to label each container . in order to reciprocate this experiment exactly . adding on i would need to know how much of each sample to use from the staff in order to represent this experiment accurately .
786	1	2	3	one piece of information that would be needed to replicate this experiment is the amount of vinegar in the container . what the four samples are .
787	1	2	2	some additional information that you would need to add is the starting mass ending mass and difference in mass because in there procedure they also dont know the sought amount to pour vinegar in the container it just says pour vinegar . they should also say what the sample is .
788	1	3	3	how much vinegar they added into each container and how long do you rise each sample for also the temperature the writer would be where the samples would be like in room temperature or in cold hot areas .
789	1	2	2	some additional information that would be needed is for number how much vinegar is needed the size that the containers should be and also another piece of information needed is when and what information should be recorded .
790	1	2	2	information needed to replicate this would be to know how much vinegar is needed in each container what would we use to determine the mass of the samples and what size containers should be used .
791	1	0	0	. you will need on hypothesis . p . you will need a independent variable . p . you will need a dependant variable .
792	1	0	0	after reading their procedure i don t even know what they are trying to do . if it was my procedure i would try and make it more clear so that the person reading it knows what going on . i would add how many times to measure the mass and when to or now as well .
793	1	2	2	in order to a successful introductions of the experiment we would need to know what the different samples are . how much vinegar should be pour into the containers . and what equipment to be use to determine the mass of each sample .
794	1	1	1	after reading this group procedure some information that i would need is replicated this experiment is how to find the mass of the sample what is the control for this experiment and how much vinegar needs to be poured into these containers . without this information it is experiment would not be considered valid . there would be no control samples the amount of vinegar may not be the same and there is no information is no information on finding the mass .
795	1	1	1	in order to replicate this experiment i would need to know what materials i needed what kind of sample and how much of it .
796	1	1	0	i need the tiger the area and the weight to know the mass .
797	1	2	3	although the samples are shown in the table they are not expressed in the procedure . in addition the amount of vinegar should be explained as well . most importantly is the need for a constant mass of the samples ie g . the results are skewed when wood which is grams is compared to grams of plastic . the procedure should regulate the sizes of the different samples .
798	1	1	1	some additional information you would need in order to replicate the experiment is to say how many containers and what size how many containers and what size how much of the sample to put in the container .
799	1	2	2	in order to replicate this experiment additional information is needed . first the amount of vinegar would be needed . also the type of wood used would be needed because different woods have different densities . finally the temperatures of the room where the solutions sat needs to be known .
800	1	0	0	you would need to give information on what the experiment is about .
801	1	0	0	the first thing thing they did wrong was they didn t explain what their objective and investigation was about . also they didn t compare any data and talk about the difference in the mass . they got information but it did not have any mention to it .
802	1	0	0	this is a clear investigation of the acid rain they clear show a good procedure on the sample and the starting mass and the ending mass and the difference in mass .
803	1	1	1	the procedure should include what type of measurement to measure the samples in which would he grams as shown in the data table . also what to measure them with . it should specify the amount of vinegar which needs to be poured into the containers . and finally the procedure should explain how to determine the masses of the samples in step
804	1	3	3	in order to replicate the experiment additional information is needed . you need to know how much vinegar to put in each container in step you need to know what material you are putting in each container . you also should know how long to rinse the samples and how much water to rinse them in step .
805	1	3	2	after reading the group s procedure i can see that additional information is needed to do the experiment . first i would need to the materials needed for the lab . i would need to get these items in ahead of time and have the right things like containers . i would also need to know what kind of rocks were used . if i was looking at a sheet or instructions that contained only the procedure i would need to know what rocks were used . a third thing the procedure hasn t told us is the amount of vinegar . for this to be a valid experiment we would need to use the same amount of vinegar .
806	1	0	1	they would need to state the four different samples that they are using . they also could have done different trials of the experiment and they should put in the procedure to record the data that they got .
807	1	3	3	after reading the group procedure the additional information needed is the name of the four different samples . the group does not say what they are also one over not but needs to know the site of each sample another pieces of information needed has much vinegar should be poured into each container . the group also needs to put into there procedure what measurement they should and call use to weight the mass of each sample .
808	1	0	0	additional information that we would need in order to replicate the experiment would be to get cups weigh the cups and then put labels in the four cups with vinegar .
809	1	1	1	in order to replicate this experiment additional formation is needed . the samples p need to be listed . also why those samples were chosen needs to be p added in order to replicate the experiment . another thing that needs to be added is the reason why we are finding the difference in mass .
810	1	3	3	in order to replace this experiment i would need to know how much vinegar to pour into the container . i would also need to know what type of container . i would even like
811	1	1	1	to replicate the experiment you would have to know how much vinegar to use in each container you d need to know what time you started so that you could remove the samples from the containers as soon as exactly hours have passed and lastly you d need to know what time you set the samples out to dry so they can dry for the full min .
812	1	1	1	i would need to know how much vinegar to be able to do this experiment .
813	1	0	0	need an experimental desire stands the hypnotics title and in and of .
814	1	1	1	in order to replicate the experiment i would need to know the brand of vinegar
815	1	1	1	the additional information i would need to replicate this experiment would be the amount of rock vinegar and distilled water . these measurements would be a necessity because they are not given but will determine the outcome of the experiment . the amount of rock is what is being tested . the amount of vinegar is independent variable . the amount of distilled water determine how much vinegar is washed away .
816	1	0	0	the information i want is the measures how much did you put in each cup put the table in order from small or large .
817	1	2	2	in this acid rain procedure it says to add vinegar into each container you to put how much vinegar to put in each and you need to label the containers you need to also clear she what material are being investigated . give a start and stop time put safety goggles on .
818	1	3	3	some additional information i would include on the group s procedure would be to specify the types of samples from the first step . also to tell what material or size the four identical containers should be . the way the masses were measured should also be included along with the type of vinegar used to mock acid rain . the place and room temperature that the samples were put to dry should of been written as well . lastly they should have marbled a control variable such as all the samples put in with water instead of vinegar .
819	1	3	3	this experiment p in order to replicate this experiment i would need to know how much vinegar put on the container the size of the samples i d need to know with what they measured the starting and ending mass of the samples what kind of container do i have to use .
820	1	3	2	a good procedure would show a little more information such as how much vinegar you pour into each container . it should also tell the size and or type of containers used in this experiment . also for it to be more accurate they should have started by making sure each sample has equal mass so it is easier to determine the results .
821	1	2	2	firstly it is needed to be known how much vinegar should be poured into each of the four separate containers .
822	1	2	2	in order to replicate the group s procedure i would need some more information . i would need to know what the samples were . i would need to know the ph duel of the vinegar and i would need to know if there was any control in the experiment .
823	1	0	0	the sample is marble starting mass . ending mass . and difference in mass . . the limestone sample starting mass . . ending mass difference . .
824	1	3	3	in order to replicate their experiment you would need additional information . first they need to specify what the
825	1	2	2	if i were to replicate this experiment by looking at the procedure i would need a little more information to make it accurate . first of all you would need to know what the different samples were marble limestone wood and plastic . i would also need to know that i had to measure the mass in grams and i would also need to know how much vinegar i need to pour in each cup .
826	1	2	3	after reading the students experiment i would need to know what size containers how much vinegar for each sample the kind of sample and the mass of the sample .
827	1	2	2	you would need to know what kinds of stones were used in order to get similar results . you also need to know how much vinegar was used for each sample . you should know how to distribute the vinegar on the sample .
828	1	2	2	to replicate the experiment you will need to know how much vinegar they put in each single container you will need the size of the single containers and you need to determine the same masses for the materials .
829	1	1	1	the additional information i would need is how many trials they re going to do . also how much vinegar they have to or in each container . another piece of information they should have added is the safety things you need goggles gloves etc .
830	1	1	1	some additional information could be the amount of vinegar poured into the containers or they could state what they used to determine the mass of the samples . also since there is multiple varieties of plastic . they could state what kind of plastic they used .
831	1	0	0	you would need the weight of the samples to see how much everything weighed .
832	1	2	2	the procedures needs to tell me how much vinegar i ll be pouring into the containers also what kind of container i ll be using . when determining the mass the procedures should tells as what to use such as a triple beam balanced or no electronic soaks .
833	1	3	3	in order to perform the experiment the way the students did one thing you would need to know is how much vinegar to put in the container . also what size container should be used . another thing that should be known is what temperature should the samples kept at . lastly what temperature should the water use to rinse off the samples be and how long should they be rinsed .
834	1	1	1	to replicate this experiment i would need to know how much vinegar to put into the container .
835	1	2	2	in order to replicate this experiment with only the procedure one would need to know what the given materials are . one would also need to know how much vinegar to pour into each cup . without this information the results would be inaccurate . in addition one would need to know to measure the mass of each sample . this information would lead to the successful replication of this experiment .
836	1	2	2	i would need to know the original size of each of the four different samples . it is important to have them all be the same size . i would also need to how much vinegar to put in the containers . the third piece of additional information i would need to know is how much much distilled water i should rinse off each sample with .
837	1	2	1	the additional information i would need to replicate the experiment is how much vinegar needs to be added to each identical containers what kind of materials are being placed into the samples and know why the mass is being calculated .
838	1	2	2	to replicate the experiment you would need to know how much vinegar you put into the containers . you would also need to know how much marble limestone wood and plastic are needed in each container . last you would want to know what temperature you would keep the container at either hot or cold .
839	1	0	0	before weighing starting mass weigh each container alone then with the samples .
840	1	0	0	you have to minus the ending mass from the starting mass .
841	1	1	1	after reading the group procedure the additional information the info i need is how much vinegar should i pour into the four different cups how could i prove to make sure its right without more than one trail what are they really trying to investigate also what are they actual trying to determine .
842	1	1	1	the pieces of information you would kneed to know in order to replicate the experiment is you need to know how much vinegar you are going to pour in each container how big in diameter the marble are and what is the mass before you put the marble in the vinegar .
843	1	1	1	in order to replicate experiment i would need to know exactly how much vinegar to pour in each container how much of each sample to put in the container and
844	1	3	3	if i was going to repeat this experiment i would need to know things about the vinegar i would need to know how much vinegar to put the samples in and what type of vinegar . what type of plastic would i need what temperature would i put the samples soak in .
845	1	3	3	after reading the group s procedure additional information that is needed in order to replicate the experiment is how much vinegar was used how big the containers were and on what should the samples be placed on to dry tint paper towel in the sun . etc
846	1	1	1	i believe that they should of put more information for example what happen when they were done with the experiment and what would happen if they didn t pour the right amount of vinegar that was needed .
847	1	3	3	some additional information that they would need to include in order for someone to replicate their investigation would be the amount of vinegar poured in each container the size or amount of each sample needed the type of containers to hold each sample in .
848	1	0	0	in this experiment you need to know the starting mass of all samples and the ending mass of all of them . you may also need to know that they were soaked in vinegar for hours . what would that do to the samples .
849	1	1	1	to replicate this you would a hypothesis . also some other information would be amount of vinegar and amount of each sample . you would not be able to detest this experiment this information . one other thing you might need is a control for the experiment something to compare the results with .
850	1	2	2	i would need to know the problem and what tools to use and if i have to use marble limestone wood and plastic and how much vinegar to use i would also need to know is how big the container is .
851	1	0	0	to replicate the experiment i would need the data the samples of the experiment and i would also need the equipment .
852	1	2	2	to replicate this experiment i would need to know how much vinegar to add to each sample . also i would need to know how to mass the samples determine the mass is too vague sets no . finally i would need to know what type of containers to use plastic cups styrofoam covers p initial amount for each samples .
853	1	0	0	the first starting mass was for wood . g ending mass . g and difference in mass . g . second was limestone with starting mass . g ending mass . g difference . g . third starting mass was marble . g ending mass at . g and difference in mass . g . last was plastic starting mass . g ending mass . g difference . g .
854	1	0	0	the group would need to table the date explain what they are trying to experiment and also write a good conclusion on what the outcome of their experiment was . this will help the pa nature to make and since as to what you are trying to find out and day .
855	1	2	2	some additional information how much vinegar do i pour into the cup . who sample materials are they using . how do i find the mass of each sample that is the additional information that needs to be added .
856	1	0	0	i would need the procedure the samples starting mass ending mass and difference in mass .
857	1	2	2	additional information i would need to know would have to be the amount of vinegar the students put into each container . i would also need to find out what type of vinegar was in use for this experiment .
858	1	1	1	after reading the group s procedure some additional information i would need to replicate the experiment would be p to know the amount of vinegar they used p to know what their control variable is and their independent variables are since they didn t label that p to know whether or not the mass of the materials was with the mass of the container because that will effect the results and decrease validity .
859	1	2	3	some additional information you would need in order to replicate the experiment is how much vinegar was poured into the separate containers what kinda of containers or size of container . was each sample poured in to . and finally why did the group of students and with distilled water . why couldn t they just leave it how it was .
860	1	3	3	one piece of information i would need is the amount of vinegar to pour into the containers . a second piece is to know samples of what the first step says samples but can they be anything lastly i need to know if it matters where i leave my experiment . i should know if it needs to be in hot or cold temperatures or if it needs sunlight and factors like that .
861	1	2	2	after reading the group s procedure i think that they should say in their chart how much vinegar they put in the identical containers . also they should put in the chart the time difference or did they do it at the same time and what kind of containers did they use beaker test tube a regular container
862	1	3	3	to replicate this experiment you would need to know how much vinegar to use in the samples two how big the pieces of rocks are if they are the same or not and think you would need to know more about the containers do they need a lid to cover evaporation how large are they . more specific information is need to replicate this experiment from the procedure student here .
863	1	0	0	. place marble limestone wood and plastic into separate containers . p . let them sit for hours and remove them after and rinse them with distilled water . p . allow the samples to dry for minutes .
864	1	2	2	the additional information i would need would be how much vinegar to pour into each container also how long it rinse after the hours and a problem statement said also be necessary .
865	1	2	2	in this experiment the group needs to add some extra information so other students can replicate this procedure . when it tells us to pour the vinegar in each of the containers it doesn t tell me how much i should fill in them . step is unclear when it states to place a sample of one material into one container it doesn t explain the sample . also they need to tell whether they are measuring the samples .
866	1	2	2	first you would need to know the much vinegar to use in order to keep the experiment consistent . next you would need to know the size of the marble because different sizes might each erato faster . also you would need to know the kind of wood because some wood might solve faster than other kinds .
867	1	1	1	when simulating acid rain in this experiment it would be important to include consistent measurements to the data and results are accurate . they should start with the same amount of mass a each sample . so the change is seen easier and each sample is affected equally . by the same wage it is also important that the samples be submerged in the same amount of vinegar . b c the labs goal is to nonce change based on acid rain its important the experiment be as close and as repeated as possible .
868	1	3	3	in order to replicate the experiment there is some information that is needed . the size of the container needs to be determined . also the procedure just says four different samples it never says what there needs to be a number for how much vinegar needs to be poured into the containers . finally it doesn t say how long the sample should be rinse for . if those things are included in the procedure then the experiment could be duplicated .
869	1	1	1	there is one piece of information on that you would need in order to replicate this experiment that they forgot . you need to know the amount of vinegar that needs to go into each cup . if you didnt know that the whole experiment wouldnt be correct . you should have the vinegar at a constant measurement .
870	1	2	2	first you need to specify how much vinegar is used per container . second you need a control for comparison purposes . third you need to state the size of the containers .
871	1	1	1	in order to replicate the experiment you would need to why they are performing this experiment and what it is trying to prove . you would also need to know how much vinegar to pour into the containers to keep that a constant . lastly it would be important to know the amount of each sample to add to the vinegar so that the samples aren t different because that could vary your results .
872	1	1	0	the additional information that i would need to know how many of each individual sample i am finding the mass for p they didn t say how much marbles or limestone or wood or plastic they just said a sample .
873	1	2	2	additional information needed to replicate the experiment would be how many m s of vinegar would i pour into the four containers . also i would need to know what material to put in each container . i would also need to know the measurement .
874	1	3	3	in the students procedure you would need to include the step for measuring out an exact amount of vinegar and adding that specific amount to the containers and they would need to include the amount of distilled water to rinse with in order to increase the validity . also they should specify what type of container to put each sample in such as a test tube or a beaker . the students should specify what samples to use in step as well so that when replicated the same samples will be used .
875	1	1	0	in order to replicate the experiment one would need additional info that the group left out of their procedure . the group needs to include the problem a hypothesis of what they re testing materials they need to perform the experiment and a conclusion that analyses their data and states whether their hypothesis was wrong or right . the group also needs to list the amount of each sample used so that can remain a constant not a variable changed .
876	1	1	1	how much vinegar you will need to put in the container what is the control variable what s the dependent and independent variable .
877	1	0	0	what you would also need to know is why you would leave it in the container for hours and not any other time . how you got the mass for the four different sample and why you would let it sit out for min .
878	1	0	0	in the experiment they wood is the one that shaped the same and the limestone the one that went down the most . if the experiment was for an hour it would double .
879	1	1	1	how much of each sample should i use to replicate the experiment . p how much vinegar should i use when replicating the experiment . p what should i use to determine the mass in my experiment .
880	1	1	1	to successfully replicate this experiment i would need to know how much vinegar to put into each container because the results might come out differently with different measurements of materials . i would also need to know the amount of each sample to place in the vinegar . the final piece of information i would need to know is how much distilled water i am allowed to use to wash the vinegar off of the samples .
881	1	0	0	to make a hypothesis . p after to make a conclusion . p determine if the investigation is good or bad .
882	1	1	1	to replicate this experiment i need to know the exact volume of the vinegar at the beginning and the volume at the end of the experiment .
883	1	2	2	i would need to know what the four different samples of material i was massing were . i would need to know how much vinegar to add . i would need to be told to calculate the difference in mass once the ending mass was found . in the beginning the procedure should also say to gather all materials and safety equipment goggles hat
884	1	2	2	they need to tell how much vinegar they need in each container . they need to tell like where they will place the containers if it has to be in warm place or room temperature . they have actually determine the mass .
885	1	2	2	to be able to do the same experiment exactly the way the group of students did i would need the amount of vinegar in each asp . i would also need to know the environment around the samples for example the temperature they were left to sit in . lastly i would try to keep the starting masses about the same for each material and give the number in the procedure .
886	1	2	2	in order to replicate this experiment i would need to know what kind of sample material is needed how much vinegar to put in each container and how much of each sample is necessary to get the best results .
887	1	2	2	after reading the groups procedure i would need additional information in each to replicate this experiment . for example i would need to know how big should the containers be to put the sample . then how much vinegar should be added to each container . finally i would need to know if all the four samples be put in the container at the same or will it affect the final results of the experiment .
888	1	2	2	to replicate this experiment i would need is know what type of sample i would need to measure the mass . additionally i would need to know what kind of containers to put the samples in . also i would need to know how to measure the mass of the sample before and after the experiment .
889	1	0	1	you would need to know first the materials needed for the experiment . then if the materials are listed it will be easier to use them later on in the procedure . second you will need to know how to measure the mass like with a triple beam balance . also you will need to know how to remove the samples from the container . would it be necessary to take it out it out with your hands or may be use a tissue or metal handler to remove samples .
890	1	2	2	what kind of containers big small what are the samples they don t tell us what they are they could be anything you don t know there rocks until you look at the data table . in this they say to place a sample of a material into a container and label . what sample what material what containers and what are we supposed to label the sample or what is being put into
891	1	1	1	in order to keep this experiment valid you would have to make sure when they are to over night that they should all be in the same exact conditions .
892	1	3	3	to replicate this experiment you would need the following information . you would need the amount of vinegar the students used you would need the type of samples they used and would also need the type of containers that were used . also you would need the starting masses of each of the samples that the students used .
893	1	3	3	in order to replicate this experiment you would need to know how much vinegar to use the size of the container the ph of the vinegar and the room temperature
894	1	3	3	a the group would have said how much vinegar to add to each sample . p b the size of each sample should also be stated because size difference would affect the results of this experiment . p c would need to know what materials to gather .
895	1	2	2	i would need to know what are the samples like the ones they put in their table at other ones . they don t state what the samples have to be . they also don t say how much should the samples weigh . they also don t say how much vinegar should be used . should it be the same amount or no because they all weigh different amounts .
896	1	2	2	after reading the groups procedure i would need to know the most important part of the experiment the samples i would use . in the procedure the group does not say that you need marble limestone wood and plastic . additional information i would need would be how much of each sample i would need because i may need a band or couple of ances and i would need to know how much vinegar to use for each sample .
897	1	0	0	this table is not so clear it only has the dependent variables . it s still missing the control group . the indecent variable is the change in mass . the purpose of this experiment was to see the different mass for four different samples .
898	1	2	2	the three additional information you would need for a complete procedure for acid rain would be telling what each sample was in order to do the project . and also how much vinegar to put inside each separate container and last was what temperature should you rise the samples in water after hours process .
899	1	0	0	well first thing they do was they determine the mass of the samples they vinegar on different samples and than they wash it with water .
900	1	0	0	the additional information i would need in order to replicate this experiment is determining the mass of force different samples make sure you let it sit for a white and make sure pour pour vinegar in each of four separate but identical containers .
901	1	1	2	i would need to know how much vinegar was used . i would also need to know what conditions the container was left in when it was left for hours . lastly i would need to know more specifics about the sample materials such as what type of wood or plastic was used .
902	1	1	1	additional information that the group would need in their procedure is a hypothesis to get them started . a final statement at the end of the experiment to clarify whether or not their procedure was accurate . one important thing they need to mention in this procedure is what four different materials we are using .
903	1	2	2	in order to replicate the experiment the group needs to clarify a certain mass for all of the samples . otherwise the data can be affected without this constant . also it is important to include what samples are from since the data table clarifies that marble limestone wood and plastic are the specific materials used . this needs to be included in the procedure . finally the group needs to include a specific amount of vinegar paired into each cup so that variations in the amount of vinegar don t affect the validity of the experiment .
904	1	3	3	in order to replicate this experiment one would need to know first or all what each sample is . they would also need to know how much vinegar to use on the materials . lastly they would need to know how many samples of each material . the would need and the substance size .
905	1	2	2	additional information that i would need in order to replicate this experiment would be what the sample are how much vinegar i am supposed to pour into the container and lastly how do i determine the mass of each sample in other words what type of measuring device do i use .
906	1	1	1	to replicate this experiment first off i have to know which sample is which . when recording the mass i will not know which belongings to the correct sample . also it does not tell us in what metric unit we are measuring the samples with so this needs to be clearer . last of all in order to replicate this experiment i need to know how much vinegar needs to be added into the containers because different amounts of vinegar can change the results . last of all in step it tell us to remove the samples but i do not know ways to remove those samples in a separate cup or container
907	1	3	3	so additional information you would add in order to replicate the experiment would be what kind of containers
908	1	0	0	you would need the starting mass ending mass and difference in mass .
909	1	2	1	you would need to know how much vinegar to put in each container . you would also need to know how much of the sample material you should put in the containers . in addition you need to know how you would remove the samples from the containers weather you can touch them or have to grab them with something else .
910	1	1	1	additional information needed in order to replicate in experiment would be how much vinegar would be poured in the container . if you do too much it s or not put the same amount in each mass the experiment will be dried . also naming the containers with each sample so you know what when you write down your data . including record data would or additional information too because if it wasn t without a procedure someone might forget to write all the data down .
911	1	0	0	what is the independent variable and what the dependent variable also don t p forget about the control .
912	1	0	0	in order for or to replicate the experiment the chart needs to show every piece of the experiment like what happened when you put vinegar on four separate piles but identical containers on how you put one piece of of material in one container and label them the doing the with the remaining samples one piece of material in one container for all of it each . by showing all the data then you ll be able to replicate the experiment .
913	1	2	2	one thing you would need to know is how much vinegar in step to pour into the containers . another piece of information that would be helpful for this procedure is how much of each sample you need to put into the container in step . a last thing you need to know is how long do you rinse the sample off for in step .
914	1	1	1	. you need to know the amount of vinegar being added . p . you need a control group . p . you need to know what your labeling each container .
915	1	1	2	in order to replicate the experiment i would need to know how to find the mass of the samples possibly using an electronic balance . i would also need to know how big of a container to use . sometimes if you have a lot of vinegar the results will be different . i would also need to know the purpose of the lab . is it to see the effects vinegar has on each of the samples
916	1	0	0	i would need to determine the mass of four different samples . also place a sample of one material into one container and label and after hours remove the samples from the containers . i would have to do the mass of grams for the samples .
917	1	0	0	make sure to include at least three pieces of information . samples have lost in for nation because get information . sample allow the samples to fit and dry for minutes . p because determine the mass of each sample .
918	1	1	1	first would want to know what materials i would be testing in the procedure the students do not provide a clear explanation of what is being tested . also how do we move the samples without touching them with our fingers they should specify if we need to use forces to move them or not . the acids on our fingers could affect the samples they should also describe how to figure out the mass the way they wrote the procedure makes it so that one would not know what device to use to figure their new mass .
919	1	1	1	to replicate the experiment you would need to know what kind of samples you could use such as marble or plastic . you would also need to know how to determine the samples and to find the difference in mass at the end . between the starting mass and the ending mass of each sample .
920	1	2	2	the additional information you would have to indicate this procedure and you need to know how much vinegar to put in the container how big the containers are and how you determine the mass of each sample .
921	1	0	0	i think that they needed to u the time on the box using all the other sample and show how long it stand there threw are where experiment .
922	1	3	3	some additional information that would need in order to replicate the experiment is the amount of vinegar you need the size of the containers used in the experiment . you would also need to know the temperature of which the experiment would be staying at in the hour period .
923	1	2	2	some additional information i would need to replicate this experiment is how big the containers where also how much vinegar i would need to put in each container . the last thing i would need to know is if i can use more than four samples .
924	1	2	3	to replicate the groups procedure you would need to know how much vinegar to pour in each container . you would also need a control which would be all the sample in water and you would need to know where to keep the samples and what environment they should be left in .
925	1	1	1	in this experiment you would need to know the purpose of this experiment in order to replicate it . the students chart shows the before and after results and the procedure is good however it does not state what the purpose is here . i think the purpose is to test permeability at the samples . you would also need to know what samples you could use .
926	1	3	3	after reading the group procedure i have vinegar multiple pieces of information in order to replicate its p experiment would need how much vinegar put in each cup how long as they would rock for the temperature of the water and what amount the condition they were around to dry in the .
927	1	3	3	in order to replicate the acid rain experiment we must know more than what the group has given us . for example in step the students don t tell us how much vinegar needs to be poured in each container . they also don t tell us what kind of container and if it matters what it is made out of . in step the group tells us to determine new mass of the samples . they don t say what we use or how to find the mass of the samples . another problem is that they don t tell us what the samples are until we see the data table they should say it in the procedure .
928	1	3	2	in order to replicate this experiment you would need to know how much vinegar they used . also you would need to know what size and shape the samples are . also you would need to know how to dry the samples which it doesn t state .
929	1	1	1	this procedure is not very specific in its description . for one it does not tell you how to find the mass of the four different samples . it does not indicate the amount of vinegar to put in the container or how much of the sample . it also does not indicate to find the difference in the new mass at the end which is the results that you are really looking for .
930	1	1	1	after ending this groups procedure i have decided that the group needs to show how much vinegar is added to each container . they should also include a purpose and problem statement to clear up we we are going to replicate their procedure .
931	1	3	3	in order to replicate the experiment you would need to know how much vinegar they poured on the three samples the size of the samples and the size of the containers . we would have to know all those things if we wanted to do this lab exactly like they did .
932	1	1	1	in order to replicate the experiment i would need to know how much vinegar to add to all of the containers . i would also need to know how much of each sample i would need to get before testing lastly i would need to know what the control of the lab is in order to be able to draw conclusions about my results .
933	1	2	2	the group was not very specific in their procedures . in step they say determine mass of four different samples . samples of what they never say . they also say to let it sit for hours where should it sit in the light or dark if i were to follow the procedure the group wrote i would probably not be able to control the variables in the same way that they did without guessing .
934	1	0	0	some additional information that would be need with this experiment is a hypothesis . this is because you should predict and guess the things you could be working with . you would also need a scale to tell you how much each sample range in grams .
935	1	3	3	we would need to know how much vinegar to use in each containers also what type of container should be used and if we re using pure vinegar or if its a solution . lastly it would be helpful to throw if the containers were left and at room temperature over the hours .
936	1	3	3	i would trusted to know where is being tested another word the specie materials which we are taking samples of in addition i would need to know the type of vinegar being since different vinegar have different ph along with the amount of vinegar added to each container these three pieces of information are all reason to replicate the experiment .
937	1	1	1	some additional information that we will need in order to replicate the experiment is the materials that are needed . the other two things that is needed is that the students should write how to use the material and also how to clean up and clear everything out after experiment is over .
938	1	2	2	to replicate this experiment you would need to know the exact amount of vinegar used in each container or else the results would be different . also you would need to know the temperature of both the vinegar and the water you used you rinse the samples in and the outer temperature where you let them sit for hours .
